DPDP_Section,DPDP_Section_Name,DPDP_Rule,DPDP_Schedule,DPDP_Control,DPDP_Control_Description,GDPR_Control,GDPR_Control_Description,GDPR_Article,GDPR_Principle,OPP_Category,Relationship_Path,Mapping_Type,Confidence
Section 19,Composition and qualifications for appointment of Chairperson and Members.,Rule 16.0,,DPDP-19,"The organization shall establish and maintain a comprehensive breach notification process that ensures timely detection, assessment, and reporting of personal data breaches. Upon breach identification, an initial assessment must be completed within 24 hours. Qualifying breaches must be reported to the Data Protection Board within 72 hours, with notifications including the breach nature, data categories affected, number of impacted Data Principals, potential consequences, and remedial actions. When breaches are likely to cause significant harm, affected Data Principals must be notified within 7 days using clear language that explains the breach, its impact, protective recommendations, and organizational response measures. The organization shall maintain a detailed breach register documenting all incidents for five years. Third-party vendors must report breaches within 24 hours of discovery. To ensure readiness, quarterly staff training and biannual simulation exercises shall be conducted. Regular audits must verify control effectiveness and DPDPA compliance.",GDPR-26,Data processors notify data controllers immediately after becoming aware of a personal data breach.,Art.26,,"User Access, Edit and Deletion","Section 19 -> Rule 16.0 -> DPDP-19 -> GDPR-26 -> Art.26 -> User Access, Edit and Deletion",ARTICLE_MATCH,0.95
Section 19,Composition and qualifications for appointment of Chairperson and Members.,Rule 16.0,,DPDP-19,"The organization shall establish and maintain a comprehensive breach notification process that ensures timely detection, assessment, and reporting of personal data breaches. Upon breach identification, an initial assessment must be completed within 24 hours. Qualifying breaches must be reported to the Data Protection Board within 72 hours, with notifications including the breach nature, data categories affected, number of impacted Data Principals, potential consequences, and remedial actions. When breaches are likely to cause significant harm, affected Data Principals must be notified within 7 days using clear language that explains the breach, its impact, protective recommendations, and organizational response measures. The organization shall maintain a detailed breach register documenting all incidents for five years. Third-party vendors must report breaches within 24 hours of discovery. To ensure readiness, quarterly staff training and biannual simulation exercises shall be conducted. Regular audits must verify control effectiveness and DPDPA compliance.",GDPR-27,Data controllers properly document data breaches.,,,UNMAPPED,Section 19 -> DPDP-19 -> GDPR-27 -> UNMAPPED,NONE,0.0
Section 19,Composition and qualifications for appointment of Chairperson and Members.,Rule 16.0,,DPDP-19,"The organization shall establish and maintain a comprehensive breach notification process that ensures timely detection, assessment, and reporting of personal data breaches. Upon breach identification, an initial assessment must be completed within 24 hours. Qualifying breaches must be reported to the Data Protection Board within 72 hours, with notifications including the breach nature, data categories affected, number of impacted Data Principals, potential consequences, and remedial actions. When breaches are likely to cause significant harm, affected Data Principals must be notified within 7 days using clear language that explains the breach, its impact, protective recommendations, and organizational response measures. The organization shall maintain a detailed breach register documenting all incidents for five years. Third-party vendors must report breaches within 24 hours of discovery. To ensure readiness, quarterly staff training and biannual simulation exercises shall be conducted. Regular audits must verify control effectiveness and DPDPA compliance.",GDPR-28,Communications regarding data breaches must follow proper processes including describing the nature of the breach.,Art.28,,User Choice/Control,Section 19 -> Rule 16.0 -> DPDP-19 -> GDPR-28 -> Art.28 -> User Choice/Control,ARTICLE_MATCH,0.95
Section 19,Composition and qualifications for appointment of Chairperson and Members.,Rule 16.0,,DPDP-19,"The organization shall establish and maintain a comprehensive breach notification process that ensures timely detection, assessment, and reporting of personal data breaches. Upon breach identification, an initial assessment must be completed within 24 hours. Qualifying breaches must be reported to the Data Protection Board within 72 hours, with notifications including the breach nature, data categories affected, number of impacted Data Principals, potential consequences, and remedial actions. When breaches are likely to cause significant harm, affected Data Principals must be notified within 7 days using clear language that explains the breach, its impact, protective recommendations, and organizational response measures. The organization shall maintain a detailed breach register documenting all incidents for five years. Third-party vendors must report breaches within 24 hours of discovery. To ensure readiness, quarterly staff training and biannual simulation exercises shall be conducted. Regular audits must verify control effectiveness and DPDPA compliance.",GDPR-28,Communications regarding data breaches must follow proper processes including describing the nature of the breach.,Art.28,Art.5(1(f)): Integrity and Confidentiality,Policy Change,Section 19 -> Rule 16.0 -> DPDP-19 -> GDPR-28 -> Art.28 -> Policy Change,DIRECT_JURIX,1.0
Section 20,"Salary, allowances payable to and term of office.",Rule 17.0,,DPDP-17,"The organization shall ensure that Data Principals can receive their personal data in a structured, commonly used, and machine-readable format upon request. This enables individuals to transfer their data to another service provider without hindrance.",GDPR-20,Data processors request approval and give controllers (fiduciary) the opportunity to object to such changes prior to informing the controllers of intended changes concerning other processors.,Art.20,,"User Access, Edit and Deletion","Section 20 -> Rule 17.0 -> DPDP-17 -> GDPR-20 -> Art.20 -> User Access, Edit and Deletion",ARTICLE_MATCH,0.95
Section 20,"Salary, allowances payable to and term of office.",Rule 17.0,,DPDP-17,"The organization shall ensure that Data Principals can receive their personal data in a structured, commonly used, and machine-readable format upon request. This enables individuals to transfer their data to another service provider without hindrance.",GDPR-20,Data processors request approval and give controllers (fiduciary) the opportunity to object to such changes prior to informing the controllers of intended changes concerning other processors.,Art.20,,Data Retention,Section 20 -> Rule 17.0 -> DPDP-17 -> GDPR-20 -> Art.20 -> Data Retention,ARTICLE_MATCH,0.95
Section 20,"Salary, allowances payable to and term of office.",Rule 17.0,,DPDP-43,"The organization may process employee personal data without explicit consent, as permitted under DPDP Act exemptions, for essential HR functions. These functions include recruitment, onboarding, payroll administration, benefits management, performance evaluations, and statutory compliance. Data processing must strictly adhere to the principle of data minimization, ensuring that only relevant data is collected and used for specified purposes.

For organizations offering HR, recruitment, and payroll services to clients, clear and documented agreements must define data handling responsibilities, security measures, and compliance with applicable data protection laws. Employee data processing must be protected with robust technical and organizational safeguards, including access controls, encryption of sensitive data, and regular security assessments. Cross-border transfers of employee data must comply with DPDP Act and the applicable international data protection regulations in the destination jurisdiction, ensuring secure data handling across borders.

Furthermore, organizations must maintain accurate and comprehensive records of all employee data processing activities and perform regular compliance reviews to ensure continued alignment with DPDP Act requirements and industry standards.
",GDPR-20,Data processors request approval and give controllers (fiduciary) the opportunity to object to such changes prior to informing the controllers of intended changes concerning other processors.,Art.20,,"User Access, Edit and Deletion","Section 20 -> Rule 17.0 -> DPDP-43 -> GDPR-20 -> Art.20 -> User Access, Edit and Deletion",ARTICLE_MATCH,0.95
Section 20,"Salary, allowances payable to and term of office.",Rule 17.0,,DPDP-43,"The organization may process employee personal data without explicit consent, as permitted under DPDP Act exemptions, for essential HR functions. These functions include recruitment, onboarding, payroll administration, benefits management, performance evaluations, and statutory compliance. Data processing must strictly adhere to the principle of data minimization, ensuring that only relevant data is collected and used for specified purposes.

For organizations offering HR, recruitment, and payroll services to clients, clear and documented agreements must define data handling responsibilities, security measures, and compliance with applicable data protection laws. Employee data processing must be protected with robust technical and organizational safeguards, including access controls, encryption of sensitive data, and regular security assessments. Cross-border transfers of employee data must comply with DPDP Act and the applicable international data protection regulations in the destination jurisdiction, ensuring secure data handling across borders.

Furthermore, organizations must maintain accurate and comprehensive records of all employee data processing activities and perform regular compliance reviews to ensure continued alignment with DPDP Act requirements and industry standards.
",GDPR-20,Data processors request approval and give controllers (fiduciary) the opportunity to object to such changes prior to informing the controllers of intended changes concerning other processors.,Art.20,,Data Retention,Section 20 -> Rule 17.0 -> DPDP-43 -> GDPR-20 -> Art.20 -> Data Retention,ARTICLE_MATCH,0.95
Section 21,Disqualifications for appointment and continuation as Chairperson and Members of Board.,Rule 17.0,,GDPR-21,The organization ensures that personal data is not processed except on instructions from the controller(fiduciary).,GDPR-21,The organization ensures that personal data is not processed except on instructions from the controller(fiduciary).,Art.21,,"User Access, Edit and Deletion","Section 21 -> Rule 17.0 -> GDPR-21 -> GDPR-21 -> Art.21 -> User Access, Edit and Deletion",ARTICLE_MATCH,0.95
Section 21,Disqualifications for appointment and continuation as Chairperson and Members of Board.,Rule 17.0,,GDPR-21,The organization ensures that personal data is not processed except on instructions from the controller(fiduciary).,GDPR-21,The organization ensures that personal data is not processed except on instructions from the controller(fiduciary).,Art.21,,Data Retention,Section 21 -> Rule 17.0 -> GDPR-21 -> GDPR-21 -> Art.21 -> Data Retention,ARTICLE_MATCH,0.95
Section 22,Resignation by Members and filling of vacancy.,Rule 16.0,,,,GDPR-22,Data controllers maintain records of processing activities.,Art.22,,Data Retention,Section 22 -> Rule 16.0 -> GDPR-22 -> Art.22 -> Data Retention,ARTICLE_MATCH,0.95
Section 23,Proceedings of Board.,Rule 18.0,,DPDP-06,"The organization shall establish and maintain a policy that defines general terms under the Digital Personal Data Protection Act (DPDPA), specifically the role and responsibilities of a Data Fiduciary. The policy shall classify Data Fiduciaries into appropriate categories, including significant data fiduciaries, private entities, government bodies, and startups, to ensure all compliance requirements are properly applied.",GDPR-23,Data controllers and processors implement appropriate technical and organizational measures to ensure a level of security appropriate to the associated risks.,,,UNMAPPED,Section 23 -> DPDP-06 -> GDPR-23 -> UNMAPPED,NONE,0.0
Section 23,Proceedings of Board.,Rule 18.0,,GDPR-23,Data controllers and processors implement appropriate technical and organizational measures to ensure a level of security appropriate to the associated risks.,GDPR-23,Data controllers and processors implement appropriate technical and organizational measures to ensure a level of security appropriate to the associated risks.,,,UNMAPPED,Section 23 -> GDPR-23 -> GDPR-23 -> UNMAPPED,NONE,0.0
Section 24,Officers and employees of Board.,Rule 20.0,,GDPR-24,"Organizations ensure the appropriate level of security is implemented for the risks that are presented by processing, in particular from accidental or unlawful destruction, loss, alteration, unauthorised disclosure of, or access to personal data transmitted, stored or otherwise processed.",GDPR-24,"Organizations ensure the appropriate level of security is implemented for the risks that are presented by processing, in particular from accidental or unlawful destruction, loss, alteration, unauthorised disclosure of, or access to personal data transmitted, stored or otherwise processed.",Art.24,,Third Party Sharing/Collection,Section 24 -> Rule 20.0 -> GDPR-24 -> GDPR-24 -> Art.24 -> Third Party Sharing/Collection,ARTICLE_MATCH,0.95
Section 24,Officers and employees of Board.,Rule 20.0,,GDPR-24,"Organizations ensure the appropriate level of security is implemented for the risks that are presented by processing, in particular from accidental or unlawful destruction, loss, alteration, unauthorised disclosure of, or access to personal data transmitted, stored or otherwise processed.",GDPR-24,"Organizations ensure the appropriate level of security is implemented for the risks that are presented by processing, in particular from accidental or unlawful destruction, loss, alteration, unauthorised disclosure of, or access to personal data transmitted, stored or otherwise processed.",Art.24,Art.5(1(f)): Integrity and Confidentiality,Policy Change,Section 24 -> Rule 20.0 -> GDPR-24 -> GDPR-24 -> Art.24 -> Policy Change,DIRECT_JURIX,1.0
Section 25,Members and officers to be public servants.,Rule 20.0,Schedule 6,GDPR-25,"In the case of a personal data breach, data controllers notify supervisory authorities within 72 hours.",GDPR-25,"In the case of a personal data breach, data controllers notify supervisory authorities within 72 hours.",Art.25,,Third Party Sharing/Collection,Section 25 -> Rule 20.0 -> Schedule 6 -> GDPR-25 -> GDPR-25 -> Art.25 -> Third Party Sharing/Collection,ARTICLE_MATCH,0.95
Section 25,Members and officers to be public servants.,Rule 20.0,Schedule 6,GDPR-25,"In the case of a personal data breach, data controllers notify supervisory authorities within 72 hours.",GDPR-25,"In the case of a personal data breach, data controllers notify supervisory authorities within 72 hours.",Art.25,,Data Retention,Section 25 -> Rule 20.0 -> Schedule 6 -> GDPR-25 -> GDPR-25 -> Art.25 -> Data Retention,ARTICLE_MATCH,0.95
Section 25,Members and officers to be public servants.,Rule 20.0,Schedule 6,GDPR-25,"In the case of a personal data breach, data controllers notify supervisory authorities within 72 hours.",GDPR-25,"In the case of a personal data breach, data controllers notify supervisory authorities within 72 hours.",Art.25,Art.5(1(e)): Storage Limitation,Data Security,Section 25 -> Rule 20.0 -> Schedule 6 -> GDPR-25 -> GDPR-25 -> Art.25 -> Data Security,DIRECT_JURIX,1.0
Section 25,Members and officers to be public servants.,Rule 20.0,Schedule 6,GDPR-25,"In the case of a personal data breach, data controllers notify supervisory authorities within 72 hours.",GDPR-25,"In the case of a personal data breach, data controllers notify supervisory authorities within 72 hours.",Art.25,Art.5(1(f)): Integrity and Confidentiality,Policy Change,Section 25 -> Rule 20.0 -> Schedule 6 -> GDPR-25 -> GDPR-25 -> Art.25 -> Policy Change,DIRECT_JURIX,1.0
Section 26,Powers of Chairperson.,Rule 18.0,,,,GDPR-26,Data processors notify data controllers immediately after becoming aware of a personal data breach.,Art.26,,"User Access, Edit and Deletion","Section 26 -> Rule 18.0 -> GDPR-26 -> Art.26 -> User Access, Edit and Deletion",ARTICLE_MATCH,0.95
Section 27,Powers and functions of Board.,Rule 19.0,,DPDP-18,"The organization shall establish and maintain a grievance redressal mechanism that allows Data Principals to file complaints regarding the handling of their personal data. Complaints must be addressed promptly, with an option for escalation to the Data Protection Board (DPB) if unresolved.",GDPR-27,Data controllers properly document data breaches.,,,UNMAPPED,Section 27 -> DPDP-18 -> GDPR-27 -> UNMAPPED,NONE,0.0
Section 27,Powers and functions of Board.,Rule 19.0,,GDPR-27,Data controllers properly document data breaches.,GDPR-27,Data controllers properly document data breaches.,,,UNMAPPED,Section 27 -> GDPR-27 -> GDPR-27 -> UNMAPPED,NONE,0.0
Section 28,Procedure to be followed by Board.,Rule 19.0,,DPDP-29,"Organizations must establish a robust data protection compliance framework to avoid regulatory penalties as prescribed under the DPDPA 2023. The Act empowers the Data Protection Board (DPB) to impose financial penalties of up to ₹250 crores per violation, depending on the severity, nature, and impact of the non-compliance. Factors such as the volume and sensitivity of personal data involved, repeated non-compliance, failure to mitigate harm, and cooperation during investigations will influence the amount of penalty levied. To minimize penalty risk, organizations must maintain documented evidence of compliance with all applicable requirements, including consent management, breach notification, security safeguards, grievance handling, and children's data protection. Internal mechanisms must be established to detect, report, and remediate violations promptly. Senior management should be made accountable for overseeing compliance efforts and responding to any regulatory inquiries or investigations.",GDPR-28,Communications regarding data breaches must follow proper processes including describing the nature of the breach.,Art.28,,User Choice/Control,Section 28 -> Rule 19.0 -> DPDP-29 -> GDPR-28 -> Art.28 -> User Choice/Control,ARTICLE_MATCH,0.95
Section 28,Procedure to be followed by Board.,Rule 19.0,,DPDP-29,"Organizations must establish a robust data protection compliance framework to avoid regulatory penalties as prescribed under the DPDPA 2023. The Act empowers the Data Protection Board (DPB) to impose financial penalties of up to ₹250 crores per violation, depending on the severity, nature, and impact of the non-compliance. Factors such as the volume and sensitivity of personal data involved, repeated non-compliance, failure to mitigate harm, and cooperation during investigations will influence the amount of penalty levied. To minimize penalty risk, organizations must maintain documented evidence of compliance with all applicable requirements, including consent management, breach notification, security safeguards, grievance handling, and children's data protection. Internal mechanisms must be established to detect, report, and remediate violations promptly. Senior management should be made accountable for overseeing compliance efforts and responding to any regulatory inquiries or investigations.",GDPR-28,Communications regarding data breaches must follow proper processes including describing the nature of the breach.,Art.28,Art.5(1(f)): Integrity and Confidentiality,Policy Change,Section 28 -> Rule 19.0 -> DPDP-29 -> GDPR-28 -> Art.28 -> Policy Change,DIRECT_JURIX,1.0
Section 29,Appeal to Appellate Tribunal.,Rule 21.0,,DPDP-35,"The Digital Personal Data Protection Act, 2023 (DPDPA) grants both organizations and individuals the right to appeal any decision, direction, or order issued by the Data Protection Board (DPB). Appeals must be filed before the designated Appellate Tribunal established under the Act. The right to appeal ensures due process and provides a structured legal remedy for parties aggrieved by the Board’s rulings. The appeal must typically be filed within 60 days from the date of receipt of the DPB’s order. The Tribunal is empowered to review the DPB’s findings, examine the grounds of appeal, and either uphold, modify, or set aside the Board’s decision. Organizations must ensure they maintain detailed documentation of all DPB interactions, responses, and compliance actions to support any appeal processes if necessary.",,,,,,Section 29 -> NO GDPR MAPPING,NONE,0.0
Section 30,Orders passed by Appellate Tribunal to be executable as decree.,Rule 21.0,,DPDP-30,"Organizations must establish a structured and efficient grievance redressal mechanism to address complaints and concerns raised by Data Principals. The mechanism must provide Data Principals with an accessible and transparent process to submit grievances related to the processing of their personal data. Complaints must be acknowledged promptly and resolved within a reasonable time, not exceeding the timelines prescribed by regulatory requirements. A dedicated Grievance Officer must be appointed, whose contact details must be published in the organization's privacy notices. The Grievance Officer must ensure impartial investigation, provide updates to the complainant, and document the resolution process. In case a grievance remains unresolved or inadequately addressed, Data Principals must be informed of their right to escalate the complaint to the Data Protection Board (DPB). Records of grievances, investigations, and resolutions must be securely maintained for audit and compliance purposes.",,,,,,Section 30 -> NO GDPR MAPPING,NONE,0.0
Section 31,Alternate dispute resolution,Rule 21.0,,,,GDPR-31,Organizations must designate a data protection officer in certain cases.,,,UNMAPPED,Section 31 -> nan -> GDPR-31 -> UNMAPPED,NONE,0.0
Section 32,Voluntary undertaking.,Rule 19.0,,,,GDPR-32,Data protection officers conduct relevant responsibilities and duties.,Art.32,Art.5(1(f)): Integrity and Confidentiality,Policy Change,Section 32 -> Rule 19.0 -> GDPR-32 -> Art.32 -> Policy Change,DIRECT_JURIX,1.0
Section 33,Penalties.,,,DPDP-29,"Organizations must establish a robust data protection compliance framework to avoid regulatory penalties as prescribed under the DPDPA 2023. The Act empowers the Data Protection Board (DPB) to impose financial penalties of up to ₹250 crores per violation, depending on the severity, nature, and impact of the non-compliance. Factors such as the volume and sensitivity of personal data involved, repeated non-compliance, failure to mitigate harm, and cooperation during investigations will influence the amount of penalty levied. To minimize penalty risk, organizations must maintain documented evidence of compliance with all applicable requirements, including consent management, breach notification, security safeguards, grievance handling, and children's data protection. Internal mechanisms must be established to detect, report, and remediate violations promptly. Senior management should be made accountable for overseeing compliance efforts and responding to any regulatory inquiries or investigations.",,,,,,Section 33 -> NO GDPR MAPPING,NONE,0.0
Section 34,Crediting sums realised by way of penalties to Consolidated Fund of India.,,,DPDP-34,"Organizations are subject to a structured penalty framework for violations of data protection obligations. The Act specifies a range of financial penalties depending on the nature, severity, and impact of the violation. Penalties can range from ₹50 lakh for less severe breaches, such as failure to fulfill grievance redressal obligations, to up to ₹250 crores for serious infractions, including significant data breaches, failure to implement reasonable security safeguards, or non-compliance with lawful directions issued by the Data Protection Board. The Board has discretion to determine the final amount based on factors like the nature of personal data affected, duration of violation, harm caused to individuals, and the degree of cooperation during investigations. Organizations must adopt a risk-based compliance strategy to minimize exposure to regulatory fines and maintain a proactive incident management and reporting process.",,,,,,Section 34 -> NO GDPR MAPPING,NONE,0.0
Section 35,Protection of action taken in good faith.,,,GDPR-35,The Company’s Privacy Policy and it’s Privacy Agreements with relevant vendors are established to help ensure that the personal data is collected and processed through fair and lawful means,GDPR-35,The Company’s Privacy Policy and it’s Privacy Agreements with relevant vendors are established to help ensure that the personal data is collected and processed through fair and lawful means,Art.35,,Third Party Sharing/Collection,Section 35 -> GDPR-35 -> GDPR-35 -> Art.35 -> Third Party Sharing/Collection,ARTICLE_MATCH,0.95
Section 35,Protection of action taken in good faith.,,,GDPR-35,The Company’s Privacy Policy and it’s Privacy Agreements with relevant vendors are established to help ensure that the personal data is collected and processed through fair and lawful means,GDPR-35,The Company’s Privacy Policy and it’s Privacy Agreements with relevant vendors are established to help ensure that the personal data is collected and processed through fair and lawful means,Art.35,Art.5(1(f)): Integrity and Confidentiality,Policy Change,Section 35 -> GDPR-35 -> GDPR-35 -> Art.35 -> Policy Change,DIRECT_JURIX,1.0
Section 36,Power to call for information.,Rule 22.0,Schedule 7,GDPR-22,Data controllers maintain records of processing activities.,GDPR-22,Data controllers maintain records of processing activities.,Art.22,,Data Retention,Section 36 -> Rule 22.0 -> Schedule 7 -> GDPR-22 -> GDPR-22 -> Art.22 -> Data Retention,ARTICLE_MATCH,0.95
Section 36,Power to call for information.,Rule 22.0,Schedule 7,GDPR-22,Data controllers maintain records of processing activities.,GDPR-36,Data processing follows applicable compliance requirements.,Art.36,,Third Party Sharing/Collection,Section 36 -> Rule 22.0 -> Schedule 7 -> GDPR-22 -> GDPR-36 -> Art.36 -> Third Party Sharing/Collection,ARTICLE_MATCH,0.95
Section 36,Power to call for information.,Rule 22.0,Schedule 7,GDPR-22,Data controllers maintain records of processing activities.,GDPR-36,Data processing follows applicable compliance requirements.,Art.36,Art.5(1(f)): Integrity and Confidentiality,Policy Change,Section 36 -> Rule 22.0 -> Schedule 7 -> GDPR-22 -> GDPR-36 -> Art.36 -> Policy Change,DIRECT_JURIX,1.0
Section 36,Power to call for information.,Rule 22.0,Schedule 7,GDPR-36,Data processing follows applicable compliance requirements.,GDPR-36,Data processing follows applicable compliance requirements.,Art.36,,Third Party Sharing/Collection,Section 36 -> Rule 22.0 -> Schedule 7 -> GDPR-36 -> GDPR-36 -> Art.36 -> Third Party Sharing/Collection,ARTICLE_MATCH,0.95
Section 36,Power to call for information.,Rule 22.0,Schedule 7,GDPR-36,Data processing follows applicable compliance requirements.,GDPR-36,Data processing follows applicable compliance requirements.,Art.36,Art.5(1(f)): Integrity and Confidentiality,Policy Change,Section 36 -> Rule 22.0 -> Schedule 7 -> GDPR-36 -> GDPR-36 -> Art.36 -> Policy Change,DIRECT_JURIX,1.0
Section 37,Power of Central Government to issue directions.,,,DPDP-37,"Under the Digital Personal Data Protection Act, 2023 (DPDPA), personal data can be processed without obtaining fresh consent during mergers, acquisitions, or similar corporate restructuring events, provided that adequate safeguards are implemented to protect the data. This exemption allows the seamless transfer of business assets, including personal data, when there is a lawful basis for the corporate transaction. However, organizations must ensure that the processing is limited strictly to purposes related to the merger or acquisition and that personal data is not misused or disclosed beyond what is necessary for the transaction. Safeguards may include confidentiality agreements, data protection clauses in transaction documents, and access restrictions to sensitive information. Post-transaction, the successor entity must continue to honor the data protection obligations under DPDPA, including respecting data principal rights and ensuring data security.",,,,,,Section 37 -> NO GDPR MAPPING,NONE,0.0
Section 38,Consistency with other laws.,,,DPDP-38,"Personal data may be processed without obtaining consent during public health emergencies, epidemics, pandemics, or other disasters that pose a risk to public safety or health. The scope of processing must be limited strictly to purposes necessary for managing the emergency, such as disease control, healthcare delivery, or disaster response. Entities must ensure appropriate security measures are in place to safeguard the data during use. Once the emergency concludes, continued use or storage of the data must comply with standard data protection obligations, including deletion if the data is no longer required.",,,,,,Section 38 -> NO GDPR MAPPING,NONE,0.0
Section 39,Bar of jurisdiction.,,,,,GDPR-39,The data subject (principal) has the right to withdraw his or her consent at any time,Art.39,,Third Party Sharing/Collection,Section 39 -> GDPR-39 -> Art.39 -> Third Party Sharing/Collection,ARTICLE_MATCH,0.95
Section 39,Bar of jurisdiction.,,,,,GDPR-39,The data subject (principal) has the right to withdraw his or her consent at any time,Art.39,,User Choice/Control,Section 39 -> GDPR-39 -> Art.39 -> User Choice/Control,ARTICLE_MATCH,0.95
Section 40,Power to make rules.,,,GDPR-12,"The organization has mechanisms in place to ensure that data controllers (fiduciary) communicate any rectification or erasure of personal data to each recipient to whom the personal data has been disclosed, and subsequently controllers inform the data subjects if requested.",GDPR-12,"The organization has mechanisms in place to ensure that data controllers (fiduciary) communicate any rectification or erasure of personal data to each recipient to whom the personal data has been disclosed, and subsequently controllers inform the data subjects if requested.",Art.12,,Data Retention,Section 40 -> GDPR-12 -> GDPR-12 -> Art.12 -> Data Retention,ARTICLE_MATCH,0.95
Section 40,Power to make rules.,,,GDPR-12,"The organization has mechanisms in place to ensure that data controllers (fiduciary) communicate any rectification or erasure of personal data to each recipient to whom the personal data has been disclosed, and subsequently controllers inform the data subjects if requested.",GDPR-12,"The organization has mechanisms in place to ensure that data controllers (fiduciary) communicate any rectification or erasure of personal data to each recipient to whom the personal data has been disclosed, and subsequently controllers inform the data subjects if requested.",Art.12,Art.5(1(f)): Integrity and Confidentiality,Policy Change,Section 40 -> GDPR-12 -> GDPR-12 -> Art.12 -> Policy Change,DIRECT_JURIX,1.0
Section 40,Power to make rules.,,,GDPR-12,"The organization has mechanisms in place to ensure that data controllers (fiduciary) communicate any rectification or erasure of personal data to each recipient to whom the personal data has been disclosed, and subsequently controllers inform the data subjects if requested.",GDPR-40,Childrens data should be handled accordingly.,,,UNMAPPED,Section 40 -> GDPR-12 -> GDPR-40 -> UNMAPPED,NONE,0.0
Section 41,Laying of rules and certain notifications.,Rule 14.0,,DPDP-30,"Organizations must ensure that any transfer of personal data outside the territory of India complies strictly with the conditions prescribed under DPDPA 2023. Personal data may only be transferred to jurisdictions approved by the Central Government, which will maintain a whitelist of permissible countries. Transfers must be undertaken with appropriate safeguards to ensure that the data remains subject to a level of protection comparable to DPDPA standards. Organizations must evaluate legal, regulatory, and contractual mechanisms to protect transferred data, such as entering into binding contractual clauses, conducting data protection impact assessments, and ensuring that data subjects’ rights are preserved in cross-border contexts. Data Principals must be informed about the possibility of cross-border transfers, and explicit consent must be obtained if required. Any transfer-related risks must be documented, and transfer agreements should mandate breach notifications, cooperation obligations, and compliance with grievance redressal mechanisms.",,,,,,Section 41 -> NO GDPR MAPPING,NONE,0.0
Section 41,Laying of rules and certain notifications.,Rule 14.0,,GDPR-14,The organization implements appropriate data protection policies by the controller.,GDPR-14,The organization implements appropriate data protection policies by the controller.,Art.14,,"User Access, Edit and Deletion","Section 41 -> Rule 14.0 -> GDPR-14 -> GDPR-14 -> Art.14 -> User Access, Edit and Deletion",ARTICLE_MATCH,0.95
Section 41,Laying of rules and certain notifications.,Rule 14.0,,GDPR-14,The organization implements appropriate data protection policies by the controller.,GDPR-14,The organization implements appropriate data protection policies by the controller.,Art.14,,Data Retention,Section 41 -> Rule 14.0 -> GDPR-14 -> GDPR-14 -> Art.14 -> Data Retention,ARTICLE_MATCH,0.95
Section 42,Power to amend Schedule.,,,,,,,,,,Section 42 -> NO GDPR MAPPING,NONE,0.0
Section 43,Power to remove difficulties.,,,,,,,,,,Section 43 -> NO GDPR MAPPING,NONE,0.0
Section 44,Amendments to certain Acts.,,,,,,,,,,Section 44 -> NO GDPR MAPPING,NONE,0.0
